headline,link,description,time,SubCategory,Category
"আত্মহত্যার বিষ কিনতে গিয়ে দোকানির সঙ্গে প্রেম, তারপর...",https://banglanews24.com/national/news/bd/928573.details,বিয়ের দাবিতে প্রেমিকের বাড়িতে অনশন করছিলেন সীমা আক্তার (২২) নামের এক তরুণী। ছয় দিন ধরে অনশনে ছিলেন। ব্যর্থ হয়ে বাবার বাড়িতে গিয়ে,"May 7, 2022",Crime,Law & Order
পটুয়াখালীতে মুগডাল তোলাকে কেন্দ্র করে সংঘর্ষে নিহত ১,https://banglanews24.com/national/news/bd/928194.details,"পটুয়াখালী: পটুয়াখালীতে সদর উপজেলায় মুগডাল তোলাকে কেন্দ্র করে সংঘর্ষে বশার তালুকদার (৩০) নামে এক যুবক নিহত হয়েছেন।
বুধবার (৪ মে) রাতে","May 5, 2022",Crime,Law & Order
পটুয়াখালীর বদরপুরে ঈদ উদযাপন,https://banglanews24.com/national/news/bd/927710.details,"পটুয়াখালী: বিশ্বের আকাশে চাঁদ দেখতে পাওয়ায় পটুয়াখালীর বদরপুরের দরবারে শরিফে রোববার (১ মে) উদযাপিত হচ্ছে ঈদুল ফিতর।
দরবারে শরিফে","May 1, 2022",Religion,Religion
পটুয়াখালীতে মুগ ডাল তোলা নিয়ে সংঘর্ষে নিহত ১,https://banglanews24.com/national/news/bd/927707.details,পটুয়াখালী: পটুয়াখালীতে বিরোধীয় জমি থেকে মুগ ডাল তোলা নিয়ে সংঘর্ষে প্রতিপক্ষের ধারালো অস্ত্রের আঘাতে রাসেল মোল্লা (২৬) নামে এক যুবক,"May 1, 2022",Crime,Law & Order
"বিশ্বের আকাশে নতুন চাঁদ, আজই পটুয়াখালীর বদরপুরে ঈদ",https://banglanews24.com/national/news/bd/927687.details,পটুয়াখালী: বিশ্বের আকাশে শাওয়াল মাসের চাঁদ দেখা যাওয়ায় পটুয়াখালীর বদরপুরের দরবার শরিফে রোববার (১ মে) ঈদুল ফিতর উদযাপিত হচ্ছে।,"May 1, 2022",Religion,Religion
পাঙ্গাসের পোনা শিকারের দায়ে ৭ জেলেকে জরিমানা,https://banglanews24.com/national/news/bd/926614.details,"পটুয়াখালী: পটুয়াখালীর গলাচিপায় পাঙ্গাসের পোনা শিকারের দায়ে সাত জেলেকে ৩৫ হাজার টাকা জরিমানা করেছে ভ্রাম্যমাণ আদালত।
সোমবার (২৫","April 25, 2022",Agriculture,Agriculture
"বাল্যবিয়ে, গ্রেফতার বর-কাজীসহ ৫",https://banglanews24.com/national/news/bd/926238.details,"পটুয়াখালী: বাল্যবিয়ের আয়োজন করার দায়ে পটুয়াখালীর রাঙ্গাবালী উপজেলায় বর, কাজী ও ঘটকসহ পাঁচজনকে গ্রেফতার করে কারাগারে পাঠিয়েছেন","April 23, 2022",Crime,Law & Order
‘কুকুর’ বলায় শিশুসহ একই পরিবারের ৬ জনকে কামড়!,https://banglanews24.com/national/news/bd/926130.details,"পটুয়াখালী: পটুয়াখালীর দুমকিতে কালাম সর্দার নামে এক ব্যক্তি শিশুসহ একই পরিবারের ৬ সদস্যকে কামড়ে জখম করেছেন। জানা গেছে, ১০ বছর বয়সী","April 23, 2022",Crime,Law & Order
ব্যবসায়ী শিবু দাস অপহরণের মূলহোতা ল্যাংড়া মামুনসহ আরও ৪ জন গ্রেফতার,https://banglanews24.com/national/news/bd/925716.details,পটুয়াখালী: পটুয়াখালীর বিশিষ্ট ব্যবসায়ী শিবু দাসকে অপহরণ করে ২০ কোটি টাকা মুক্তিপণের দাবির ঘটনার মূলহোতা ল্যাংড়া মামুনসহ আরও,"April 20, 2022",Crime,Law & Order
ব্যবসায়ী শিবুলাল অপহরণ ঘটনায় আটক ৬,https://banglanews24.com/national/news/bd/925001.details,পটুয়াখালী: পটুয়াখালীর বিশিষ্ট ব্যবসায়ী শিবু লাল দাস ও তার ব্যাক্তিগত গাড়ির চালককে অপহরণের পর ২০ কোটি টাকা মুক্তিপণ দাবির ঘটনায়,"April 17, 2022",Business,"Commerce,Tourism & Festival"
আনন্দের হাসিতেও চোখের কোনায় জল!,https://banglanews24.com/national/news/bd/924708.details,পটুয়াখালী: নতুন প্রবর্তিত ডিজিটাল পদ্ধতিতে প্রথম বার বাংলাদেশ পুলিশে শতভাগ স্বচ্ছতার সঙ্গে শারীরিক যোগ্যতা সম্পন্ন ও মেধাবীদের,"April 16, 2022",Festival,"Commerce,Tourism & Festival"
পটুয়াখালীতে ব্যবসায়ীকে কুপিয়ে হত্যা,https://banglanews24.com/national/news/bd/924699.details,"পটুয়াখালী: পটুয়াখালী শহরতলীর দূর্গাপূর এলাকায় ইউসুফ মৃধা নামে এক ওষুধ ব্যবসায়ীকে কুপিয়ে হত্যা করেছে দুর্বৃত্তরা।
শুক্রবার (১৫","April 16, 2022",Crime,Law & Order
